t,anomaly,location,latitude,longitude
1998-03-01,1,Eastport,44.904598,-66.982903
1998-03-01,1,Washington,38.873,-77.0217
1998-03-01,1,Sandy Hook,40.466944,-74.009444
1998-03-02,1,Washington,38.873,-77.0217
1998-03-02,1,Eastport,44.904598,-66.982903
1998-03-03,1,Eastport,44.904598,-66.982903
1998-03-03,1,Washington,38.873,-77.0217
1998-03-09,1,Washington,38.873,-77.0217
1998-03-09,1,Baltimore,39.266944,-76.579444
1998-03-10,1,Washington,38.873,-77.0217
1998-03-10,1,Baltimore,39.266944,-76.579444
1998-03-21,1,Baltimore,39.266944,-76.579444
1998-03-21,1,Lewes,38.78278,-75.119164
1998-03-21,1,Washington,38.873,-77.0217
1998-03-22,1,Sandy Hook,40.466944,-74.009444
1998-03-22,1,Washington,38.873,-77.0217
1998-03-23,1,Washington,38.873,-77.0217
1998-03-29,1,Eastport,44.904598,-66.982903
1998-03-30,1,Eastport,44.904598,-66.982903
1998-03-31,1,Eastport,44.904598,-66.982903
1998-04-04,1,Sewells Point,36.946701,-76.330002
1998-04-10,1,Sandy Hook,40.466944,-74.009444
1998-04-11,1,Washington,38.873,-77.0217
1998-04-23,1,Sandy Hook,40.466944,-74.009444
1998-04-23,1,Atlantic City,39.356667,-74.418053
1998-04-24,1,Washington,38.873,-77.0217
1998-04-24,1,Baltimore,39.266944,-76.579444
1998-04-25,1,Washington,38.873,-77.0217
1998-04-26,1,Eastport,44.904598,-66.982903
1998-04-27,1,Lewes,38.78278,-75.119164
1998-04-27,1,Sandy Hook,40.466944,-74.009444
1998-04-27,1,Atlantic City,39.356667,-74.418053
1998-04-27,1,Eastport,44.904598,-66.982903
1998-04-28,1,Eastport,44.904598,-66.982903
1998-05-08,1,Washington,38.873,-77.0217
1998-05-09,1,Washington,38.873,-77.0217
1998-05-11,1,Washington,38.873,-77.0217
1998-05-12,1,Lewes,38.78278,-75.119164
1998-05-12,1,Atlantic City,39.356667,-74.418053
1998-05-12,1,Washington,38.873,-77.0217
1998-05-12,1,Sandy Hook,40.466944,-74.009444
1998-05-13,1,Lewes,38.78278,-75.119164
1998-05-13,1,Washington,38.873,-77.0217
1998-05-13,1,Sandy Hook,40.466944,-74.009444
1998-05-13,1,Sewells Point,36.946701,-76.330002
1998-05-13,1,Atlantic City,39.356667,-74.418053
1998-05-14,1,Lewes,38.78278,-75.119164
1998-05-14,1,Baltimore,39.266944,-76.579444
1998-05-14,1,Washington,38.873,-77.0217
1998-05-14,1,Sewells Point,36.946701,-76.330002
1998-05-15,1,Washington,38.873,-77.0217
1998-05-26,1,Eastport,44.904598,-66.982903
1998-05-26,1,Sandy Hook,40.466944,-74.009444
1998-05-27,1,Eastport,44.904598,-66.982903
1998-05-28,1,Eastport,44.904598,-66.982903
1998-06-29,1,Washington,38.873,-77.0217
1998-08-15,1,Washington,38.873,-77.0217
1998-08-28,1,Sewells Point,36.946701,-76.330002
1998-09-07,1,Eastport,44.904598,-66.982903
1998-09-08,1,Eastport,44.904598,-66.982903
1998-09-09,1,Eastport,44.904598,-66.982903
1998-10-08,1,Eastport,44.904598,-66.982903
1998-10-14,1,Washington,38.873,-77.0217
1998-10-14,1,Baltimore,39.266944,-76.579444
1998-11-03,1,Eastport,44.904598,-66.982903
1998-11-04,1,Eastport,44.904598,-66.982903
1998-11-05,1,Eastport,44.904598,-66.982903
1998-11-06,1,Eastport,44.904598,-66.982903
1998-11-06,1,Atlantic City,39.356667,-74.418053
1998-12-03,1,Eastport,44.904598,-66.982903
1998-12-04,1,Eastport,44.904598,-66.982903
1998-12-05,1,Eastport,44.904598,-66.982903
1998-12-30,1,Atlantic City,39.356667,-74.418053
1999-01-01,1,Eastport,44.904598,-66.982903
1999-01-03,1,The Battery,40.700556,-74.014167
1999-01-03,1,Lewes,38.78278,-75.119164
1999-01-03,1,Sandy Hook,40.466944,-74.009444
1999-01-03,1,Atlantic City,39.356667,-74.418053
1999-03-15,1,Lewes,38.78278,-75.119164
1999-03-15,1,Atlantic City,39.356667,-74.418053
1999-03-15,1,Sandy Hook,40.466944,-74.009444
1999-03-22,1,Sandy Hook,40.466944,-74.009444
1999-04-17,1,Sandy Hook,40.466944,-74.009444
1999-04-17,1,Eastport,44.904598,-66.982903
1999-04-18,1,Eastport,44.904598,-66.982903
1999-05-15,1,Eastport,44.904598,-66.982903
1999-05-15,1,Sewells Point,36.946701,-76.330002
1999-05-15,1,Washington,38.873,-77.0217
1999-05-16,1,Eastport,44.904598,-66.982903
1999-05-16,1,Sewells Point,36.946701,-76.330002
1999-06-11,1,Washington,38.873,-77.0217
1999-06-14,1,Eastport,44.904598,-66.982903
1999-06-14,1,Atlantic City,39.356667,-74.418053
1999-06-15,1,Eastport,44.904598,-66.982903
1999-06-16,1,Eastport,44.904598,-66.982903
1999-07-14,1,Washington,38.873,-77.0217
1999-07-14,1,Lewes,38.78278,-75.119164
1999-07-14,1,Eastport,44.904598,-66.982903
1999-07-14,1,Sandy Hook,40.466944,-74.009444
1999-08-30,1,Sewells Point,36.946701,-76.330002
1999-08-30,1,Lewes,38.78278,-75.119164
1999-08-31,1,Sewells Point,36.946701,-76.330002
1999-08-31,1,Lewes,38.78278,-75.119164
1999-09-01,1,Sewells Point,36.946701,-76.330002
1999-09-04,1,Sewells Point,36.946701,-76.330002
1999-09-05,1,Washington,38.873,-77.0217
1999-09-05,1,Baltimore,39.266944,-76.579444
1999-09-06,1,Washington,38.873,-77.0217
1999-09-06,1,Baltimore,39.266944,-76.579444
1999-09-07,1,Baltimore,39.266944,-76.579444
1999-09-07,1,Washington,38.873,-77.0217
1999-09-16,1,Lewes,38.78278,-75.119164
1999-09-16,1,Sewells Point,36.946701,-76.330002
1999-09-30,1,Washington,38.873,-77.0217
1999-10-23,1,Sandy Hook,40.466944,-74.009444
1999-10-26,1,Eastport,44.904598,-66.982903
1999-10-27,1,Eastport,44.904598,-66.982903
1999-11-03,1,Baltimore,39.266944,-76.579444
1999-11-23,1,Eastport,44.904598,-66.982903
1999-11-24,1,Eastport,44.904598,-66.982903
1999-11-25,1,Eastport,44.904598,-66.982903
1999-12-14,1,Lewes,38.78278,-75.119164
1999-12-21,1,Eastport,44.904598,-66.982903
1999-12-22,1,Eastport,44.904598,-66.982903
1999-12-23,1,Eastport,44.904598,-66.982903
1999-12-24,1,Eastport,44.904598,-66.982903
1999-12-26,1,Eastport,44.904598,-66.982903
2000-01-20,1,Portland,43.65806,-70.24417
2000-01-20,1,Sandy Hook,40.466944,-74.009444
2000-01-20,1,Eastport,44.904598,-66.982903
2000-01-21,1,Portland,43.65806,-70.24417
2000-01-21,1,Eastport,44.904598,-66.982903
2000-01-24,1,Eastport,44.904598,-66.982903
2000-01-25,1,Lewes,38.78278,-75.119164
2000-01-25,1,Sandy Hook,40.466944,-74.009444
2000-01-25,1,Atlantic City,39.356667,-74.418053
2000-01-25,1,Sewells Point,36.946701,-76.330002
2000-02-19,1,Eastport,44.904598,-66.982903
2000-02-20,1,Eastport,44.904598,-66.982903
2000-03-22,1,Lewes,38.78278,-75.119164
2000-04-19,1,Sandy Hook,40.466944,-74.009444
2000-04-19,1,Sewells Point,36.946701,-76.330002
2000-04-19,1,Atlantic City,39.356667,-74.418053
2000-04-19,1,Lewes,38.78278,-75.119164
2000-04-21,1,Baltimore,39.266944,-76.579444
2000-04-21,1,Washington,38.873,-77.0217
2000-04-27,1,Washington,38.873,-77.0217
2000-04-27,1,Baltimore,39.266944,-76.579444
2000-05-05,1,Eastport,44.904598,-66.982903
2000-05-06,1,Eastport,44.904598,-66.982903
2000-05-29,1,Sewells Point,36.946701,-76.330002
2000-05-30,1,Sewells Point,36.946701,-76.330002
2000-05-30,1,Washington,38.873,-77.0217
2000-06-03,1,Eastport,44.904598,-66.982903
2000-06-04,1,Eastport,44.904598,-66.982903
2000-06-05,1,Eastport,44.904598,-66.982903
2000-06-06,1,Lewes,38.78278,-75.119164
2000-06-06,1,Atlantic City,39.356667,-74.418053
2000-06-06,1,Sandy Hook,40.466944,-74.009444
2000-07-02,1,Eastport,44.904598,-66.982903
2000-07-03,1,Sandy Hook,40.466944,-74.009444
2000-07-03,1,Eastport,44.904598,-66.982903
2000-07-04,1,Eastport,44.904598,-66.982903
2000-07-05,1,Eastport,44.904598,-66.982903
2000-07-15,1,Washington,38.873,-77.0217
2000-07-31,1,Eastport,44.904598,-66.982903
2000-07-31,1,Sandy Hook,40.466944,-74.009444
2000-08-01,1,Sandy Hook,40.466944,-74.009444
2000-08-01,1,Eastport,44.904598,-66.982903
2000-08-01,1,Atlantic City,39.356667,-74.418053
2000-08-01,1,Lewes,38.78278,-75.119164
2000-08-02,1,Sandy Hook,40.466944,-74.009444
2000-08-02,1,Eastport,44.904598,-66.982903
2000-08-13,1,Atlantic City,39.356667,-74.418053
2000-08-14,1,Atlantic City,39.356667,-74.418053
2000-08-14,1,Lewes,38.78278,-75.119164
2000-08-30,1,Atlantic City,39.356667,-74.418053
2000-08-30,1,Sandy Hook,40.466944,-74.009444
2000-08-31,1,Washington,38.873,-77.0217
2000-09-05,1,Sewells Point,36.946701,-76.330002
2000-09-26,1,Lewes,38.78278,-75.119164
2000-09-26,1,Sandy Hook,40.466944,-74.009444
2000-09-26,1,Atlantic City,39.356667,-74.418053
2000-09-27,1,Atlantic City,39.356667,-74.418053
2000-09-27,1,Lewes,38.78278,-75.119164
2000-09-27,1,Sandy Hook,40.466944,-74.009444
2000-09-28,1,Washington,38.873,-77.0217
2000-11-10,1,Sandy Hook,40.466944,-74.009444
2000-11-12,1,Atlantic City,39.356667,-74.418053
2000-11-12,1,Sandy Hook,40.466944,-74.009444
2000-11-12,1,Lewes,38.78278,-75.119164
2000-11-26,1,Sandy Hook,40.466944,-74.009444
2000-12-12,1,Eastport,44.904598,-66.982903
2000-12-12,1,Portland,43.65806,-70.24417
2001-01-09,1,Atlantic City,39.356667,-74.418053
2001-01-09,1,Eastport,44.904598,-66.982903
2001-01-10,1,Eastport,44.904598,-66.982903
2001-01-11,1,Eastport,44.904598,-66.982903
2001-02-09,1,Eastport,44.904598,-66.982903
2001-02-10,1,Eastport,44.904598,-66.982903
2001-03-05,1,Lewes,38.78278,-75.119164
2001-03-07,1,Sandy Hook,40.466944,-74.009444
2001-03-07,1,Portland,43.65806,-70.24417
2001-03-07,1,New London,41.361401,-72.089996
2001-03-07,1,Lewes,38.78278,-75.119164
2001-03-08,1,Sandy Hook,40.466944,-74.009444
2001-03-08,1,Atlantic City,39.356667,-74.418053
2001-03-08,1,Lewes,38.78278,-75.119164
2001-03-09,1,Sandy Hook,40.466944,-74.009444
2001-03-09,1,Eastport,44.904598,-66.982903
2001-03-09,1,Washington,38.873,-77.0217
2001-03-10,1,Eastport,44.904598,-66.982903
2001-03-21,1,Washington,38.873,-77.0217
2001-04-10,1,Eastport,44.904598,-66.982903
2001-05-25,1,Washington,38.873,-77.0217
2001-05-26,1,Washington,38.873,-77.0217
2001-06-23,1,Washington,38.873,-77.0217
2001-07-19,1,Atlantic City,39.356667,-74.418053
2001-07-20,1,Lewes,38.78278,-75.119164
2001-07-21,1,Lewes,38.78278,-75.119164
2001-07-21,1,Atlantic City,39.356667,-74.418053
2001-07-21,1,Washington,38.873,-77.0217
2001-07-22,1,Eastport,44.904598,-66.982903
2001-07-23,1,Eastport,44.904598,-66.982903
2001-07-24,1,Eastport,44.904598,-66.982903
2001-08-19,1,Eastport,44.904598,-66.982903
2001-08-20,1,Eastport,44.904598,-66.982903
2001-08-21,1,Eastport,44.904598,-66.982903
2001-09-14,1,Lewes,38.78278,-75.119164
2001-09-14,1,Atlantic City,39.356667,-74.418053
2001-09-16,1,Washington,38.873,-77.0217
2001-09-16,1,Lewes,38.78278,-75.119164
2001-09-18,1,Eastport,44.904598,-66.982903
2001-09-19,1,Eastport,44.904598,-66.982903
2001-09-20,1,Washington,38.873,-77.0217
2001-09-21,1,Baltimore,39.266944,-76.579444
2001-09-21,1,Washington,38.873,-77.0217
2001-09-25,1,Baltimore,39.266944,-76.579444
2001-09-29,1,Atlantic City,39.356667,-74.418053
2001-09-30,1,Atlantic City,39.356667,-74.418053
2001-09-30,1,Sandy Hook,40.466944,-74.009444
2001-09-30,1,Sewells Point,36.946701,-76.330002
2001-09-30,1,Lewes,38.78278,-75.119164
2001-10-01,1,Sandy Hook,40.466944,-74.009444
2001-10-01,1,Lewes,38.78278,-75.119164
2001-10-01,1,Atlantic City,39.356667,-74.418053
2001-10-01,1,Sewells Point,36.946701,-76.330002
2001-10-02,1,Baltimore,39.266944,-76.579444
2001-10-02,1,Washington,38.873,-77.0217
2001-10-14,1,Atlantic City,39.356667,-74.418053
2001-10-17,1,Eastport,44.904598,-66.982903
2002-01-29,1,Eastport,44.904598,-66.982903
2002-01-30,1,Eastport,44.904598,-66.982903
2002-01-31,1,Lewes,38.78278,-75.119164
2002-02-27,1,Sandy Hook,40.466944,-74.009444
2002-02-27,1,Eastport,44.904598,-66.982903
2002-02-28,1,Eastport,44.904598,-66.982903
2002-03-28,1,Eastport,44.904598,-66.982903
2002-03-29,1,Eastport,44.904598,-66.982903
2002-03-30,1,Eastport,44.904598,-66.982903
2002-03-31,1,Eastport,44.904598,-66.982903
2002-04-27,1,Eastport,44.904598,-66.982903
2002-04-28,1,Eastport,44.904598,-66.982903
2002-04-29,1,Eastport,44.904598,-66.982903
2002-04-29,1,Portland,43.65806,-70.24417
2002-06-14,1,Washington,38.873,-77.0217
2002-06-14,1,Baltimore,39.266944,-76.579444
2002-06-15,1,Sandy Hook,40.466944,-74.009444
2002-09-11,1,Eastport,44.904598,-66.982903
2002-09-27,1,Washington,38.873,-77.0217
2002-09-28,1,Washington,38.873,-77.0217
2002-09-28,1,Baltimore,39.266944,-76.579444
2002-10-04,1,Sandy Hook,40.466944,-74.009444
2002-10-05,1,Baltimore,39.266944,-76.579444
2002-10-05,1,Washington,38.873,-77.0217
2002-10-07,1,Eastport,44.904598,-66.982903
2002-10-07,1,Atlantic City,39.356667,-74.418053
2002-10-07,1,Sandy Hook,40.466944,-74.009444
2002-10-07,1,Lewes,38.78278,-75.119164
2002-10-08,1,Eastport,44.904598,-66.982903
2002-10-08,1,Lewes,38.78278,-75.119164
2002-10-08,1,Atlantic City,39.356667,-74.418053
2002-10-12,1,Sandy Hook,40.466944,-74.009444
2002-10-12,1,Washington,38.873,-77.0217
2002-10-16,1,Lewes,38.78278,-75.119164
2002-10-16,1,Sandy Hook,40.466944,-74.009444
2002-10-16,1,New London,41.361401,-72.089996
2002-10-16,1,Sewells Point,36.946701,-76.330002
2002-10-17,1,New London,41.361401,-72.089996
2002-11-05,1,Eastport,44.904598,-66.982903
2002-11-06,1,Portland,43.65806,-70.24417
2002-11-06,1,Eastport,44.904598,-66.982903
2002-11-06,1,Sandy Hook,40.466944,-74.009444
2002-11-06,1,Atlantic City,39.356667,-74.418053
2002-11-06,1,Lewes,38.78278,-75.119164
2002-11-06,1,New London,41.361401,-72.089996
2002-11-07,1,Eastport,44.904598,-66.982903
2002-12-05,1,Lewes,38.78278,-75.119164
2002-12-25,1,Atlantic City,39.356667,-74.418053
2002-12-25,1,Lewes,38.78278,-75.119164
2002-12-25,1,Sandy Hook,40.466944,-74.009444
2002-12-25,1,The Battery,40.700556,-74.014167
2003-01-02,1,Lewes,38.78278,-75.119164
2003-01-02,1,Sandy Hook,40.466944,-74.009444
2003-01-02,1,Atlantic City,39.356667,-74.418053
2003-01-03,1,Lewes,38.78278,-75.119164
2003-01-03,1,Atlantic City,39.356667,-74.418053
2003-01-03,1,Sandy Hook,40.466944,-74.009444
2003-01-03,1,The Battery,40.700556,-74.014167
2003-01-03,1,Washington,38.873,-77.0217
2003-01-04,1,Sandy Hook,40.466944,-74.009444
2003-01-04,1,Lewes,38.78278,-75.119164
2003-01-04,1,Eastport,44.904598,-66.982903
2003-01-04,1,Atlantic City,39.356667,-74.418053
2003-01-04,1,Washington,38.873,-77.0217
2003-01-04,1,Portland,43.65806,-70.24417
2003-02-17,1,Sewells Point,36.946701,-76.330002
2003-02-17,1,Atlantic City,39.356667,-74.418053
2003-02-17,1,Lewes,38.78278,-75.119164
2003-03-19,1,Sandy Hook,40.466944,-74.009444
2003-03-20,1,Sewells Point,36.946701,-76.330002
2003-03-20,1,Washington,38.873,-77.0217
2003-03-20,1,Sandy Hook,40.466944,-74.009444
2003-03-21,1,Baltimore,39.266944,-76.579444
2003-03-21,1,Sandy Hook,40.466944,-74.009444
2003-03-21,1,Washington,38.873,-77.0217
2003-03-22,1,Washington,38.873,-77.0217
2003-04-10,1,Sewells Point,36.946701,-76.330002
2003-04-11,1,Washington,38.873,-77.0217
2003-04-13,1,Washington,38.873,-77.0217
2003-04-18,1,Sandy Hook,40.466944,-74.009444
2003-04-18,1,Atlantic City,39.356667,-74.418053
2003-04-18,1,Sewells Point,36.946701,-76.330002
2003-04-18,1,The Battery,40.700556,-74.014167
2003-04-18,1,Lewes,38.78278,-75.119164
2003-04-19,1,Eastport,44.904598,-66.982903
2003-04-19,1,Washington,38.873,-77.0217
2003-04-19,1,Lewes,38.78278,-75.119164
2003-05-16,1,Washington,38.873,-77.0217
2003-05-17,1,Washington,38.873,-77.0217
2003-05-17,1,Eastport,44.904598,-66.982903
2003-05-17,1,Atlantic City,39.356667,-74.418053
2003-05-17,1,Sandy Hook,40.466944,-74.009444
2003-05-17,1,Lewes,38.78278,-75.119164
2003-05-18,1,Washington,38.873,-77.0217
2003-05-18,1,Eastport,44.904598,-66.982903
2003-05-26,1,Washington,38.873,-77.0217
2003-06-14,1,Sandy Hook,40.466944,-74.009444
2003-06-15,1,Sandy Hook,40.466944,-74.009444
2003-06-15,1,Eastport,44.904598,-66.982903
2003-06-17,1,Washington,38.873,-77.0217
2003-07-11,1,Washington,38.873,-77.0217
2003-09-04,1,Washington,38.873,-77.0217
2003-09-04,1,Baltimore,39.266944,-76.579444
2003-09-10,1,Sewells Point,36.946701,-76.330002
2003-09-10,1,Lewes,38.78278,-75.119164
2003-09-13,1,Washington,38.873,-77.0217
2003-09-14,1,Washington,38.873,-77.0217
2003-09-18,1,Sewells Point,36.946701,-76.330002
2003-09-18,1,Lewes,38.78278,-75.119164
2003-09-19,1,Washington,38.873,-77.0217
2003-09-19,1,Baltimore,39.266944,-76.579444
2003-09-19,1,Sewells Point,36.946701,-76.330002
2003-09-20,1,Washington,38.873,-77.0217
2003-09-21,1,Washington,38.873,-77.0217
2003-09-22,1,Washington,38.873,-77.0217
2003-09-23,1,Washington,38.873,-77.0217
2003-09-23,1,Baltimore,39.266944,-76.579444
2003-09-24,1,Washington,38.873,-77.0217
2003-09-25,1,Washington,38.873,-77.0217
2003-09-26,1,Washington,38.873,-77.0217
2003-09-27,1,Washington,38.873,-77.0217
2003-09-28,1,Sandy Hook,40.466944,-74.009444
2003-09-28,1,Washington,38.873,-77.0217
2003-09-28,1,Lewes,38.78278,-75.119164
2003-09-28,1,Eastport,44.904598,-66.982903
2003-09-29,1,Sandy Hook,40.466944,-74.009444
2003-09-29,1,Washington,38.873,-77.0217
2003-10-11,1,Sewells Point,36.946701,-76.330002
2003-10-15,1,Washington,38.873,-77.0217
2003-10-15,1,Baltimore,39.266944,-76.579444
2003-10-26,1,Eastport,44.904598,-66.982903
2003-10-27,1,Eastport,44.904598,-66.982903
2003-10-27,1,Sandy Hook,40.466944,-74.009444
2003-10-29,1,Atlantic City,39.356667,-74.418053
2003-10-29,1,New London,41.361401,-72.089996
2003-11-19,1,Baltimore,39.266944,-76.579444
2003-11-23,1,Sandy Hook,40.466944,-74.009444
2003-11-23,1,Atlantic City,39.356667,-74.418053
2003-11-23,1,Lewes,38.78278,-75.119164
2003-11-24,1,Atlantic City,39.356667,-74.418053
2003-11-24,1,Baltimore,39.266944,-76.579444
2003-11-24,1,Lewes,38.78278,-75.119164
2003-11-24,1,Sandy Hook,40.466944,-74.009444
2003-11-24,1,Eastport,44.904598,-66.982903
2003-11-25,1,Atlantic City,39.356667,-74.418053
2003-11-25,1,Eastport,44.904598,-66.982903
2003-11-25,1,Lewes,38.78278,-75.119164
2003-11-25,1,Baltimore,39.266944,-76.579444
2003-11-26,1,Eastport,44.904598,-66.982903
2003-12-06,1,Sandy Hook,40.466944,-74.009444
2003-12-06,1,Lewes,38.78278,-75.119164
2003-12-06,1,The Battery,40.700556,-74.014167
2003-12-06,1,Atlantic City,39.356667,-74.418053
2003-12-06,1,New London,41.361401,-72.089996
2003-12-11,1,Atlantic City,39.356667,-74.418053
2003-12-11,1,Sandy Hook,40.466944,-74.009444
2003-12-11,1,Lewes,38.78278,-75.119164
2003-12-11,1,The Battery,40.700556,-74.014167
2003-12-14,1,Lewes,38.78278,-75.119164
2003-12-22,1,Eastport,44.904598,-66.982903
2003-12-23,1,Eastport,44.904598,-66.982903
2003-12-24,1,Eastport,44.904598,-66.982903
2003-12-24,1,Sandy Hook,40.466944,-74.009444
2003-12-24,1,Portland,43.65806,-70.24417
2003-12-24,1,Lewes,38.78278,-75.119164
2003-12-24,1,Atlantic City,39.356667,-74.418053
2003-12-25,1,Eastport,44.904598,-66.982903
2003-12-25,1,Portland,43.65806,-70.24417
2004-01-22,1,Eastport,44.904598,-66.982903
2004-01-23,1,Eastport,44.904598,-66.982903
2004-03-11,1,Lewes,38.78278,-75.119164
2004-03-21,1,Baltimore,39.266944,-76.579444
2004-04-08,1,Eastport,44.904598,-66.982903
2004-05-06,1,Eastport,44.904598,-66.982903
2004-05-07,1,Eastport,44.904598,-66.982903
2004-06-01,1,Sandy Hook,40.466944,-74.009444
2004-06-01,1,Atlantic City,39.356667,-74.418053
2004-06-03,1,Eastport,44.904598,-66.982903
2004-06-04,1,Sandy Hook,40.466944,-74.009444
2004-06-04,1,Eastport,44.904598,-66.982903
2004-06-05,1,Eastport,44.904598,-66.982903
2004-06-06,1,Atlantic City,39.356667,-74.418053
2004-07-03,1,Eastport,44.904598,-66.982903
2004-07-04,1,Eastport,44.904598,-66.982903
2004-09-07,1,Baltimore,39.266944,-76.579444
2004-09-09,1,Baltimore,39.266944,-76.579444
2004-09-18,1,Baltimore,39.266944,-76.579444
2004-09-19,1,Sewells Point,36.946701,-76.330002
2004-09-20,1,Baltimore,39.266944,-76.579444
2004-09-21,1,Baltimore,39.266944,-76.579444
2004-09-29,1,Sandy Hook,40.466944,-74.009444
2004-09-29,1,Atlantic City,39.356667,-74.418053
2004-09-29,1,Baltimore,39.266944,-76.579444
2004-10-01,1,Baltimore,39.266944,-76.579444
2004-10-15,1,Lewes,38.78278,-75.119164
2004-10-15,1,Sandy Hook,40.466944,-74.009444
2004-10-15,1,Atlantic City,39.356667,-74.418053
2004-10-15,1,Baltimore,39.266944,-76.579444
2004-10-16,1,Baltimore,39.266944,-76.579444
2004-10-20,1,Lewes,38.78278,-75.119164
2004-10-20,1,Atlantic City,39.356667,-74.418053
2004-10-23,1,Lewes,38.78278,-75.119164
2004-10-23,1,Sewells Point,36.946701,-76.330002
2004-10-24,1,Atlantic City,39.356667,-74.418053
2004-10-24,1,Lewes,38.78278,-75.119164
2004-10-24,1,Sandy Hook,40.466944,-74.009444
2004-10-24,1,Baltimore,39.266944,-76.579444
2004-10-25,1,Lewes,38.78278,-75.119164
2004-10-25,1,Baltimore,39.266944,-76.579444
2004-11-13,1,Sandy Hook,40.466944,-74.009444
2004-11-13,1,Atlantic City,39.356667,-74.418053
2004-11-13,1,Lewes,38.78278,-75.119164
2004-11-13,1,Sewells Point,36.946701,-76.330002
2004-11-28,1,Sandy Hook,40.466944,-74.009444
2004-12-10,1,Sandy Hook,40.466944,-74.009444
2004-12-10,1,Atlantic City,39.356667,-74.418053
2004-12-11,1,Lewes,38.78278,-75.119164
2004-12-11,1,Eastport,44.904598,-66.982903
2004-12-11,1,Atlantic City,39.356667,-74.418053
2004-12-11,1,Portland,43.65806,-70.24417
2004-12-11,1,Sandy Hook,40.466944,-74.009444
2004-12-11,1,Washington,38.873,-77.0217
2004-12-12,1,Washington,38.873,-77.0217
2004-12-12,1,Portland,43.65806,-70.24417
2004-12-12,1,Eastport,44.904598,-66.982903
2004-12-13,1,Eastport,44.904598,-66.982903
2004-12-13,1,Portland,43.65806,-70.24417
2004-12-13,1,Sandy Hook,40.466944,-74.009444
2004-12-14,1,Eastport,44.904598,-66.982903
2005-01-10,1,Eastport,44.904598,-66.982903
2005-01-11,1,Eastport,44.904598,-66.982903
2005-01-12,1,Lewes,38.78278,-75.119164
2005-01-12,1,Eastport,44.904598,-66.982903
2005-01-12,1,Sandy Hook,40.466944,-74.009444
2005-01-12,1,Atlantic City,39.356667,-74.418053
2005-01-13,1,Eastport,44.904598,-66.982903
2005-01-14,1,Washington,38.873,-77.0217
2005-01-23,1,Sandy Hook,40.466944,-74.009444
2005-02-08,1,Eastport,44.904598,-66.982903
2005-02-09,1,Eastport,44.904598,-66.982903
2005-02-10,1,Eastport,44.904598,-66.982903
2005-02-10,1,Atlantic City,39.356667,-74.418053
2005-02-10,1,Sandy Hook,40.466944,-74.009444
2005-02-10,1,Portland,43.65806,-70.24417
2005-02-11,1,Eastport,44.904598,-66.982903
2005-03-01,1,Sandy Hook,40.466944,-74.009444
2005-03-01,1,Lewes,38.78278,-75.119164
2005-03-01,1,Atlantic City,39.356667,-74.418053
2005-03-11,1,Eastport,44.904598,-66.982903
2005-03-12,1,Eastport,44.904598,-66.982903
2005-03-12,1,Portland,43.65806,-70.24417
2005-03-25,1,Washington,38.873,-77.0217
2005-03-29,1,Washington,38.873,-77.0217
2005-03-30,1,Washington,38.873,-77.0217
2005-03-31,1,Washington,38.873,-77.0217
2005-04-01,1,Washington,38.873,-77.0217
2005-04-02,1,Baltimore,39.266944,-76.579444
2005-04-02,1,Washington,38.873,-77.0217
2005-04-03,1,Sandy Hook,40.466944,-74.009444
2005-04-03,1,Baltimore,39.266944,-76.579444
2005-04-03,1,Washington,38.873,-77.0217
2005-04-23,1,Washington,38.873,-77.0217
2005-04-25,1,Sandy Hook,40.466944,-74.009444
2005-05-07,1,Lewes,38.78278,-75.119164
2005-05-07,1,Sewells Point,36.946701,-76.330002
2005-05-08,1,Sandy Hook,40.466944,-74.009444
2005-05-08,1,Lewes,38.78278,-75.119164
2005-05-08,1,Atlantic City,39.356667,-74.418053
2005-05-10,1,Washington,38.873,-77.0217
2005-05-11,1,Washington,38.873,-77.0217
2005-05-20,1,Washington,38.873,-77.0217
2005-05-22,1,Washington,38.873,-77.0217
2005-05-24,1,Washington,38.873,-77.0217
2005-05-24,1,Sandy Hook,40.466944,-74.009444
2005-05-24,1,Lewes,38.78278,-75.119164
2005-05-24,1,Portland,43.65806,-70.24417
2005-05-24,1,Atlantic City,39.356667,-74.418053
2005-05-25,1,Sewells Point,36.946701,-76.330002
2005-05-25,1,Sandy Hook,40.466944,-74.009444
2005-05-25,1,Lewes,38.78278,-75.119164
2005-05-25,1,Atlantic City,39.356667,-74.418053
2005-05-25,1,Portland,43.65806,-70.24417
2005-05-25,1,Eastport,44.904598,-66.982903
2005-05-25,1,Washington,38.873,-77.0217
2005-05-26,1,Eastport,44.904598,-66.982903
2005-05-26,1,Sewells Point,36.946701,-76.330002
2005-05-26,1,Sandy Hook,40.466944,-74.009444
2005-05-26,1,Atlantic City,39.356667,-74.418053
2005-05-26,1,Portland,43.65806,-70.24417
2005-05-26,1,Lewes,38.78278,-75.119164
2005-05-27,1,Portland,43.65806,-70.24417
2005-05-27,1,Lewes,38.78278,-75.119164
2005-05-27,1,Baltimore,39.266944,-76.579444
2005-05-27,1,Eastport,44.904598,-66.982903
2005-05-27,1,Washington,38.873,-77.0217
2005-05-27,1,Sandy Hook,40.466944,-74.009444
2005-06-07,1,Washington,38.873,-77.0217
2005-06-21,1,Washington,38.873,-77.0217
